weir,stat_week,date,species,count_type,maturity,count,comments
Situk Lower,26,6/22/2010,Chinook,Counted live,L Jck,2,
Situk Lower,26,6/22/2010,Sockeye,Counted live,Adult,657,
Situk Lower,26,6/19/2016,Chinook,Counted live,Adult,5,
Situk Lower,26,6/19/2016,Chinook,Counted live,L Jck,6,
Situk Lower,26,6/19/2016,Sockeye,Counted live,Adult,125,
Situk Lower,26,6/20/2016,Chinook,Counted live,Adult,3,
Situk Lower,26,6/20/2016,Sockeye,Counted live,Adult,3,
Situk Lower,26,6/21/2016,Chinook,Counted live,Adult,12,
Situk Lower,26,6/21/2016,Chinook,Counted live,Jack,2,
Situk Lower,26,6/21/2016,Chinook,Counted live,L Jck,9,
Situk Lower,26,6/21/2016,Sockeye,Counted live,Adult,1139,
Situk Lower,26,6/22/2016,Chinook,Counted live,Adult,4,
Situk Lower,26,6/22/2016,Chinook,Counted live,L Jck,2,
Situk Lower,26,6/22/2016,Sockeye,Counted live,Adult,657,
Situk Lower,26,6/23/2016,Chinook,Counted live,Adult,4,
Situk Lower,26,6/23/2016,Chinook,Counted live,L Jck,1,
Situk Lower,26,6/23/2016,Sockeye,Counted live,Adult,846,
Situk Lower,26,6/24/2016,Chinook,Counted live,Jack,1,
Situk Lower,26,6/24/2016,Chinook,Counted live,L Jck,1,
Situk Lower,26,6/24/2016,Sockeye,Counted live,Adult,12,
Situk Lower,26,6/25/2016,Chinook,Counted live,Adult,40,
Situk Lower,26,6/25/2016,Chinook,Counted live,Jack,2,
Situk Lower,26,6/25/2016,Chinook,Counted live,L Jck,16,
Situk Lower,26,6/25/2016,Sockeye,Counted live,Adult,1635,
Situk Lower,27,6/26/2016,Chinook,Counted live,Adult,1,1 steelhead down
Situk Lower,27,6/26/2016,Chinook,Counted live,Jack,4,1 steelhead down
Situk Lower,27,6/26/2016,Chinook,Counted live,L Jck,4,1 steelhead down
Situk Lower,27,6/26/2016,Sockeye,Counted live,Adult,707,1 steelhead down
Situk Lower,27,6/27/2016,Chinook,Counted live,Adult,6,2 steelhead down
Situk Lower,27,6/27/2016,Chinook,Counted live,Jack,4,2 steelhead down
Situk Lower,27,6/27/2016,Chinook,Counted live,L Jck,7,2 steelhead down
Situk Lower,27,6/27/2016,Sockeye,Counted live,Adult,1187,2 steelhead down
Situk Lower,27,6/28/2016,Chinook,Counted live,Adult,2,
Situk Lower,27,6/28/2016,Chinook,Counted live,Jack,5,
Situk Lower,27,6/28/2016,Chinook,Counted live,L Jck,3,
Situk Lower,27,6/28/2016,Sockeye,Counted live,Adult,474,
Situk Lower,27,6/29/2016,Chinook,Counted live,Adult,7,
Situk Lower,27,6/29/2016,Chinook,Counted live,Jack,20,
Situk Lower,27,6/29/2016,Chinook,Counted live,L Jck,5,
Situk Lower,27,6/29/2016,Sockeye,Counted live,Adult,400,
Situk Lower,27,6/30/2016,Chinook,Counted live,Adult,5,
Situk Lower,27,6/30/2016,Chinook,Counted live,Jack,4,
Situk Lower,27,6/30/2016,Chinook,Counted live,L Jck,0,
Situk Lower,27,6/30/2016,Sockeye,Counted live,Adult,61,
Situk Lower,27,7/1/2016,Chinook,Counted live,Adult,12,
Situk Lower,27,7/1/2016,Chinook,Counted live,L Jck,7,
Situk Lower,27,7/1/2016,Pink,Counted live,Adult,1,
Situk Lower,27,7/1/2016,Sockeye,Counted live,Adult,2610,
Situk Lower,27,7/2/2016,Chinook,Counted live,Adult,9,
Situk Lower,27,7/2/2016,Chinook,Counted live,L Jck,6,
Situk Lower,27,7/2/2016,Sockeye,Counted live,Adult,2817,
Situk Lower,28,7/3/2016,Chinook,Counted live,Adult,10,
Situk Lower,28,7/3/2016,Chinook,Counted live,Jack,4,
Situk Lower,28,7/3/2016,Chinook,Counted live,L Jck,10,
Situk Lower,28,7/3/2016,Sockeye,Counted live,Adult,2132,
Situk Lower,28,7/4/2016,Chinook,Counted live,Adult,8,
Situk Lower,28,7/4/2016,Chinook,Counted live,L Jck,12,
Situk Lower,28,7/4/2016,Sockeye,Counted live,Adult,1917,
Situk Lower,28,7/5/2016,Chinook,Counted live,Adult,9,
Situk Lower,28,7/5/2016,Chinook,Counted live,Jack,4,
Situk Lower,28,7/5/2016,Chinook,Counted live,L Jck,13,
Situk Lower,28,7/5/2016,Sockeye,Counted live,Adult,2139,
Situk Lower,28,7/6/2016,Chinook,Counted live,Adult,1,
Situk Lower,28,7/6/2016,Chinook,Counted live,L Jck,3,
Situk Lower,28,7/6/2016,Sockeye,Counted live,Adult,1853,
Situk Lower,28,7/7/2016,Chinook,Counted live,Adult,21,
Situk Lower,28,7/7/2016,Chinook,Counted live,Jack,4,
Situk Lower,28,7/7/2016,Chinook,Counted live,L Jck,8,
Situk Lower,28,7/7/2016,Pink,Counted live,Adult,1,
Situk Lower,28,7/7/2016,Sockeye,Counted live,Adult,3351,
Situk Lower,28,7/8/2016,Chinook,Counted live,Jack,2,
Situk Lower,28,7/8/2016,Chinook,Counted live,L Jck,1,
Situk Lower,28,7/8/2016,Sockeye,Counted live,Adult,1320,
Situk Lower,28,7/9/2016,Chinook,Counted live,Adult,1,
Situk Lower,28,7/9/2016,Chinook,Counted live,Jack,1,
Situk Lower,28,7/9/2016,Chinook,Counted live,L Jck,3,
Situk Lower,28,7/9/2016,Sockeye,Counted live,Adult,1303,
Situk Lower,29,7/10/2016,Chinook,Counted live,Adult,6,
Situk Lower,29,7/10/2016,Chinook,Counted live,Jack,2,
Situk Lower,29,7/10/2016,Chinook,Counted live,L Jck,4,
Situk Lower,29,7/10/2016,Pink,Counted live,Adult,1,
Situk Lower,29,7/10/2016,Sockeye,Counted live,Adult,1704,
Situk Lower,29,7/11/2016,Chinook,Counted live,Adult,16,
Situk Lower,29,7/11/2016,Chinook,Counted live,Jack,1,
Situk Lower,29,7/11/2016,Chinook,Counted live,L Jck,6,
Situk Lower,29,7/11/2016,Pink,Counted live,Adult,12,
Situk Lower,29,7/11/2016,Sockeye,Counted live,Adult,1670,
Situk Lower,29,7/12/2016,Chinook,Counted live,Adult,8,
Situk Lower,29,7/12/2016,Chinook,Counted live,Jack,4,
Situk Lower,29,7/12/2016,Chinook,Counted live,L Jck,8,
Situk Lower,29,7/12/2016,Sockeye,Counted live,Adult,1310,
Situk Lower,29,7/13/2016,Chinook,Counted live,Jack,7,
Situk Lower,29,7/13/2016,Pink,Counted live,Adult,4,
Situk Lower,29,7/13/2016,Sockeye,Counted live,Adult,234,
Situk Lower,29,7/14/2016,Chinook,Counted live,Adult,3,
Situk Lower,29,7/14/2016,Chinook,Counted live,Jack,5,
Situk Lower,29,7/14/2016,Chinook,Counted live,L Jck,3,
Situk Lower,29,7/14/2016,Sockeye,Counted live,Adult,914,
Situk Lower,29,7/15/2016,Chinook,Counted live,Adult,4,
Situk Lower,29,7/15/2016,Chinook,Counted live,Jack,3,
Situk Lower,29,7/15/2016,Sockeye,Counted live,Adult,47,
Situk Lower,29,7/16/2016,Chinook,Counted live,Adult,7,
Situk Lower,29,7/16/2016,Chinook,Counted live,Jack,3,
Situk Lower,29,7/16/2016,Chinook,Counted live,L Jck,3,
Situk Lower,29,7/16/2016,Sockeye,Counted live,Adult,1386,
Situk Lower,30,7/17/2016,Chinook,Counted live,Adult,30,
Situk Lower,30,7/17/2016,Chinook,Counted live,Jack,8,
Situk Lower,30,7/17/2016,Chinook,Counted live,L Jck,8,
Situk Lower,30,7/17/2016,Pink,Counted live,Adult,13,
Situk Lower,30,7/17/2016,Sockeye,Counted live,Adult,3977,
Situk Lower,30,7/18/2016,Chinook,Counted live,Adult,13,
Situk Lower,30,7/18/2016,Chinook,Counted live,Jack,3,
Situk Lower,30,7/18/2016,Chinook,Counted live,L Jck,5,
Situk Lower,30,7/18/2016,Pink,Counted live,Adult,48,
Situk Lower,30,7/18/2016,Sockeye,Counted live,Adult,2219,
Situk Lower,30,7/19/2016,Chinook,Counted live,Adult,5,
Situk Lower,30,7/19/2016,Chinook,Counted live,Jack,5,
Situk Lower,30,7/19/2016,Chinook,Counted live,L Jck,6,
Situk Lower,30,7/19/2016,Pink,Counted live,Adult,31,
Situk Lower,30,7/19/2016,Sockeye,Counted live,Adult,1474,
Situk Lower,30,7/20/2016,Chinook,Counted live,Adult,10,
Situk Lower,30,7/20/2016,Chinook,Counted live,L Jck,6,
Situk Lower,30,7/20/2016,Pink,Counted live,Adult,14,
Situk Lower,30,7/20/2016,Sockeye,Counted live,Adult,572,
Situk Lower,30,7/21/2016,Chinook,Counted live,Jack,1,
Situk Lower,30,7/21/2016,Chinook,Counted live,L Jck,4,
Situk Lower,30,7/21/2016,Sockeye,Counted live,Adult,134,
Situk Lower,30,7/22/2016,Chinook,Counted live,Adult,2,
Situk Lower,30,7/22/2016,Chinook,Counted live,L Jck,2,
Situk Lower,30,7/22/2016,Pink,Counted live,Adult,10,
Situk Lower,30,7/22/2016,Sockeye,Counted live,Adult,1060,
Situk Lower,30,7/23/2016,Chinook,Counted live,Adult,35,
Situk Lower,30,7/23/2016,Chinook,Counted live,Jack,8,
Situk Lower,30,7/23/2016,Chinook,Counted live,L Jck,29,
Situk Lower,30,7/23/2016,Pink,Counted live,Adult,157,
Situk Lower,30,7/23/2016,Sockeye,Counted live,Adult,2730,
Situk Lower,31,7/24/2016,Chinook,Counted live,Adult,1,
Situk Lower,31,7/24/2016,Chinook,Counted live,Jack,1,
Situk Lower,31,7/24/2016,Chinook,Counted live,L Jck,5,
Situk Lower,31,7/24/2016,Pink,Counted live,Adult,25,
Situk Lower,31,7/24/2016,Sockeye,Counted live,Adult,396,
Situk Lower,31,7/25/2016,Chinook,Counted live,Adult,1,
Situk Lower,31,7/25/2016,Chinook,Counted live,L Jck,4,
Situk Lower,31,7/25/2016,Pink,Counted live,Adult,43,
Situk Lower,31,7/25/2016,Sockeye,Counted live,Adult,461,
Situk Lower,31,7/26/2016,Chinook,Counted live,L Jck,2,
Situk Lower,31,7/26/2016,Pink,Counted live,Adult,15,
Situk Lower,31,7/26/2016,Sockeye,Counted live,Adult,230,
Situk Lower,31,7/27/2016,Chinook,Counted live,Adult,6,
Situk Lower,31,7/27/2016,Chinook,Counted live,L Jck,12,
Situk Lower,31,7/27/2016,Pink,Counted live,Adult,544,
Situk Lower,31,7/27/2016,Sockeye,Counted live,Adult,504,
Situk Lower,31,7/29/2016,Sockeye,Counted live,Adult,2,"water level not accurate. high water, bad visibility"
Situk Lower,32,7/31/2016,Chinook,Counted live,L Jck,1,water level not accurate. weir shifted during flood. still high water.
Situk Lower,32,7/31/2016,Pink,Counted live,Adult,1030,water level not accurate. weir shifted during flood. still high water.
Situk Lower,32,7/31/2016,Sockeye,Counted live,Adult,100,water level not accurate. weir shifted during flood. still high water.
Situk Lower,32,8/1/2016,Chinook,Counted live,L Jck,2,water level not accurate.
Situk Lower,32,8/1/2016,Pink,Counted live,Adult,4142,water level not accurate.
Situk Lower,32,8/1/2016,Sockeye,Counted live,Adult,248,water level not accurate.
Situk Lower,32,8/2/2016,Coho,Counted live,Adult,1,
Situk Lower,32,8/2/2016,Pink,Counted live,Adult,4851,
Situk Lower,32,8/2/2016,Sockeye,Counted live,Adult,239,
Situk Lower,32,8/3/2016,Chinook,Counted live,Adult,2,
Situk Lower,32,8/3/2016,Coho,Counted live,Adult,4,
Situk Lower,32,8/3/2016,Pink,Counted live,Adult,7104,
Situk Lower,32,8/3/2016,Sockeye,Counted live,Adult,517,
Situk Lower,32,8/4/2016,Chinook,Counted live,Jack,1,
Situk Lower,32,8/4/2016,Chinook,Counted live,L Jck,1,
Situk Lower,32,8/4/2016,Coho,Counted live,Adult,3,
Situk Lower,32,8/4/2016,Pink,Counted live,Adult,1511,
Situk Lower,32,8/4/2016,Sockeye,Counted live,Adult,467,
Situk Lower,32,8/5/2016,Chinook,Counted live,L Jck,1,
Situk Lower,32,8/5/2016,Chum,Counted live,Adult,2,
Situk Lower,32,8/5/2016,Coho,Counted live,Adult,11,
Situk Lower,32,8/5/2016,Pink,Counted live,Adult,5392,
Situk Lower,32,8/5/2016,Sockeye,Counted live,Adult,1195,
Situk Lower,32,8/5/2016,Steelhead trout,Counted live,Adult,3,
Situk Lower,32,8/6/2016,Coho,Counted live,Adult,75,
Situk Lower,32,8/6/2016,Pink,Counted live,Adult,5927,
Situk Lower,32,8/6/2016,Sockeye,Counted live,Adult,1708,
Situk Lower,33,8/7/2016,Coho,Counted live,Adult,31,
Situk Lower,33,8/7/2016,Pink,Counted live,Adult,3615,
Situk Lower,33,8/7/2016,Sockeye,Counted live,Adult,717,
Situk Lower,33,8/8/2016,Chinook,Counted live,L Jck,1,
Situk Lower,33,8/8/2016,Chum,Counted live,Adult,1,
Situk Lower,33,8/8/2016,Pink,Counted live,Adult,2375,
Situk Lower,33,8/8/2016,Sockeye,Counted live,Adult,433,
Situk Lower,33,8/8/2016,Steelhead trout,Counted live,Adult,1,
Situk Lower,33,8/9/2016,Coho,Counted live,Adult,16,
Situk Lower,33,8/9/2016,Pink,Counted live,Adult,1433,
Situk Lower,33,8/9/2016,Sockeye,Counted live,Adult,393,
Situk Lower,33,8/10/2016,Chinook,Counted live,Adult,1,
Situk Lower,33,8/10/2016,Coho,Counted live,Adult,27,
Situk Lower,33,8/10/2016,Pink,Counted live,Adult,2037,
Situk Lower,33,8/10/2016,Sockeye,Counted live,Adult,419,
Situk Lower,33,8/11/2016,Coho,Counted live,Adult,15,last day of counting. weir pulled on morning of 8/12/16
Situk Lower,33,8/11/2016,Pink,Counted live,Adult,1862,last day of counting. weir pulled on morning of 8/12/16
Situk Lower,33,8/11/2016,Sockeye,Counted live,Adult,272,last day of counting. weir pulled on morning of 8/12/16
Situk Lower,21,5/25/2017,Sockeye,Counted live,Adult,3,
Situk Lower,21,5/26/2017,Sockeye,Counted live,Adult,91,
Situk Lower,21,5/27/2017,Sockeye,Counted live,Adult,19,
Situk Lower,22,5/28/2017,Sockeye,Counted live,Adult,201,
Situk Lower,22,5/29/2017,Sockeye,Counted live,Adult,1,
Situk Lower,22,5/30/2017,Sockeye,Counted live,Adult,7,
Situk Lower,22,5/31/2017,Chinook,Counted live,L Jck,1,
Situk Lower,22,5/31/2017,Sockeye,Counted live,Adult,69,
Situk Lower,22,6/1/2017,Chinook,Counted live,L Jck,3,
Situk Lower,22,6/1/2017,Sockeye,Counted live,Adult,1719,
Situk Lower,22,6/2/2017,Chinook,Counted live,Adult,1,
Situk Lower,22,6/2/2017,Chinook,Counted live,Jack,1,
Situk Lower,22,6/2/2017,Chinook,Counted live,L Jck,4,
Situk Lower,22,6/2/2017,Sockeye,Counted live,Adult,4312,
Situk Lower,22,6/3/2017,Chinook,Counted live,Adult,2,
Situk Lower,22,6/3/2017,Chinook,Counted live,L Jck,3,
Situk Lower,22,6/3/2017,Sockeye,Counted live,Adult,3435,
Situk Lower,23,6/4/2017,Chinook,Counted live,Adult,1,
Situk Lower,23,6/4/2017,Chinook,Counted live,L Jck,1,
Situk Lower,23,6/4/2017,Sockeye,Counted live,Adult,114,
Situk Lower,23,6/5/2017,Chinook,Counted live,Adult,3,
Situk Lower,23,6/5/2017,Chinook,Counted live,Jack,1,
Situk Lower,23,6/5/2017,Chinook,Counted live,L Jck,2,
Situk Lower,23,6/5/2017,Sockeye,Counted live,Adult,1429,
Situk Lower,23,6/6/2017,Chinook,Counted live,Adult,9,
Situk Lower,23,6/6/2017,Chinook,Counted live,Jack,1,
Situk Lower,23,6/6/2017,Chinook,Counted live,L Jck,4,
Situk Lower,23,6/6/2017,Sockeye,Counted live,Adult,3636,
Situk Lower,23,6/7/2017,Chinook,Counted live,Adult,1,
Situk Lower,23,6/7/2017,Chinook,Counted live,L Jck,1,
Situk Lower,23,6/7/2017,Sockeye,Counted live,Adult,86,
Situk Lower,23,6/8/2017,Chinook,Counted live,Adult,4,
Situk Lower,23,6/8/2017,Chinook,Counted live,Jack,3,
Situk Lower,23,6/8/2017,Chinook,Counted live,L Jck,4,
Situk Lower,23,6/8/2017,Sockeye,Counted live,Adult,326,
Situk Lower,23,6/9/2017,Chinook,Counted live,Jack,1,
Situk Lower,23,6/9/2017,Chinook,Counted live,L Jck,1,
Situk Lower,23,6/9/2017,Sockeye,Counted live,Adult,122,
Situk Lower,23,6/10/2017,Sockeye,Counted live,Adult,417,
Situk Lower,24,6/11/2017,Chinook,Counted live,Jack,1,
Situk Lower,24,6/11/2017,Chinook,Counted live,L Jck,2,
Situk Lower,24,6/11/2017,Sockeye,Counted live,Adult,123,
Situk Lower,24,6/12/2017,Chinook,Counted live,Adult,4,
Situk Lower,24,6/12/2017,Chinook,Counted live,Jack,5,
Situk Lower,24,6/12/2017,Chinook,Counted live,L Jck,3,
Situk Lower,24,6/12/2017,Sockeye,Counted live,Adult,2011,
Situk Lower,24,6/13/2017,Chinook,Counted live,Adult,1,
Situk Lower,24,6/13/2017,Chinook,Counted live,Jack,4,
Situk Lower,24,6/13/2017,Chinook,Counted live,L Jck,5,
Situk Lower,24,6/13/2017,Sockeye,Counted live,Adult,3000,
Situk Lower,24,6/14/2017,Chinook,Counted live,Jack,1,
Situk Lower,24,6/14/2017,Chinook,Counted live,L Jck,1,
Situk Lower,24,6/14/2017,Sockeye,Counted live,Adult,3573,
Situk Lower,24,6/15/2017,Chinook,Counted live,Adult,4,
Situk Lower,24,6/15/2017,Chinook,Counted live,Jack,1,
Situk Lower,24,6/15/2017,Sockeye,Counted live,Adult,1390,
Situk Lower,24,6/16/2017,Chinook,Counted live,Adult,1,
Situk Lower,24,6/16/2017,Chinook,Counted live,L Jck,1,
Situk Lower,24,6/16/2017,Sockeye,Counted live,Adult,201,
Situk Lower,24,6/17/2017,Chinook,Counted live,Adult,1,
Situk Lower,24,6/17/2017,Chinook,Counted live,L Jck,1,
Situk Lower,24,6/17/2017,Sockeye,Counted live,Adult,2882,
Situk Lower,25,6/18/2017,Chinook,Counted live,Adult,6,
Situk Lower,25,6/18/2017,Chinook,Counted live,Jack,12,
Situk Lower,25,6/18/2017,Chinook,Counted live,L Jck,13,
Situk Lower,25,6/18/2017,Sockeye,Counted live,Adult,4688,
Situk Lower,25,6/19/2017,Chinook,Counted live,Adult,1,
Situk Lower,25,6/19/2017,Chinook,Counted live,Jack,1,
Situk Lower,25,6/19/2017,Sockeye,Counted live,Adult,61,
Situk Lower,25,6/20/2017,Sockeye,Counted live,Adult,243,
Situk Lower,25,6/21/2017,Chinook,Counted live,Adult,4,
Situk Lower,25,6/21/2017,Chinook,Counted live,Jack,1,
Situk Lower,25,6/21/2017,Sockeye,Counted live,Adult,90,
Situk Lower,25,6/22/2017,Chinook,Counted live,Adult,1,
Situk Lower,25,6/22/2017,Chinook,Counted live,Jack,1,
Situk Lower,25,6/22/2017,Sockeye,Counted live,Adult,39,
Situk Lower,25,6/23/2017,Chinook,Counted live,Adult,1,
Situk Lower,25,6/23/2017,Chinook,Counted live,Jack,1,
Situk Lower,25,6/23/2017,Sockeye,Counted live,Adult,214,
Situk Lower,25,6/24/2017,Chinook,Counted live,Adult,3,
Situk Lower,25,6/24/2017,Sockeye,Counted live,Adult,186,
Situk Lower,26,6/25/2017,Chinook,Counted live,Adult,2,
Situk Lower,26,6/25/2017,Chinook,Counted live,Jack,1,
Situk Lower,26,6/25/2017,Sockeye,Counted live,Adult,790,
Situk Lower,26,6/26/2017,Chinook,Counted live,Adult,2,
Situk Lower,26,6/26/2017,Chinook,Counted live,Jack,2,
Situk Lower,26,6/26/2017,Chinook,Counted live,L Jck,2,
Situk Lower,26,6/26/2017,Pink,Counted live,Adult,1,
Situk Lower,26,6/26/2017,Sockeye,Counted live,Adult,1151,
Situk Lower,26,6/27/2017,Chinook,Counted live,Adult,1,
Situk Lower,26,6/27/2017,Chinook,Counted live,Jack,1,
Situk Lower,26,6/27/2017,Sockeye,Counted live,Adult,256,
Situk Lower,26,6/28/2017,Chinook,Counted live,Adult,4,
Situk Lower,26,6/28/2017,Sockeye,Counted live,Adult,801,
Situk Lower,26,6/29/2017,Chinook,Counted live,Adult,6,
Situk Lower,26,6/29/2017,Sockeye,Counted live,Adult,200,
Situk Lower,26,6/30/2017,Chinook,Counted live,Adult,3,
Situk Lower,26,6/30/2017,Chinook,Counted live,Jack,3,
Situk Lower,26,6/30/2017,Chinook,Counted live,L Jck,1,
Situk Lower,26,6/30/2017,Pink,Counted live,Adult,1,
Situk Lower,26,6/30/2017,Sockeye,Counted live,Adult,308,
Situk Lower,26,7/1/2017,Chinook,Counted live,Adult,7,
Situk Lower,26,7/1/2017,Chinook,Counted live,Jack,1,
Situk Lower,26,7/1/2017,Sockeye,Counted live,Adult,255,
Situk Lower,27,7/2/2017,Chinook,Counted live,Adult,7,
Situk Lower,27,7/2/2017,Chinook,Counted live,Jack,6,
Situk Lower,27,7/2/2017,Pink,Counted live,Adult,3,
Situk Lower,27,7/2/2017,Sockeye,Counted live,Adult,3383,
Situk Lower,27,7/3/2017,Chinook,Counted live,Adult,21,
Situk Lower,27,7/3/2017,Chinook,Counted live,Jack,10,
Situk Lower,27,7/3/2017,Chinook,Counted live,L Jck,6,
Situk Lower,27,7/3/2017,Pink,Counted live,Adult,6,
Situk Lower,27,7/3/2017,Sockeye,Counted live,Adult,1575,
Situk Lower,27,7/4/2017,Chinook,Counted live,Jack,4,
Situk Lower,27,7/4/2017,Sockeye,Counted live,Adult,64,
Situk Lower,27,7/5/2017,Chinook,Counted live,Adult,6,
Situk Lower,27,7/5/2017,Chinook,Counted live,Jack,5,
Situk Lower,27,7/5/2017,Sockeye,Counted live,Adult,258,
Situk Lower,27,7/6/2017,Chinook,Counted live,Adult,13,
Situk Lower,27,7/6/2017,Chinook,Counted live,Jack,5,
Situk Lower,27,7/6/2017,Pink,Counted live,Adult,3,
Situk Lower,27,7/6/2017,Sockeye,Counted live,Adult,201,
Situk Lower,27,7/7/2017,Chinook,Counted live,Adult,16,
Situk Lower,27,7/7/2017,Chinook,Counted live,Jack,36,
Situk Lower,27,7/7/2017,Chinook,Counted live,L Jck,1,
Situk Lower,27,7/7/2017,Pink,Counted live,Adult,4,
Situk Lower,27,7/7/2017,Sockeye,Counted live,Adult,1356,
Situk Lower,27,7/8/2017,Chinook,Counted live,Adult,5,
Situk Lower,27,7/8/2017,Chinook,Counted live,Jack,19,
Situk Lower,27,7/8/2017,Chinook,Counted live,L Jck,5,
Situk Lower,27,7/8/2017,Pink,Counted live,Adult,5,
Situk Lower,27,7/8/2017,Sockeye,Counted live,Adult,512,
Situk Lower,28,7/9/2017,Chinook,Counted live,Adult,10,
Situk Lower,28,7/9/2017,Chinook,Counted live,Jack,31,
Situk Lower,28,7/9/2017,Chinook,Counted live,L Jck,6,
Situk Lower,28,7/9/2017,Pink,Counted live,Adult,10,
Situk Lower,28,7/9/2017,Sockeye,Counted live,Adult,1512,
Situk Lower,28,7/10/2017,Chinook,Counted live,Adult,100,
Situk Lower,28,7/10/2017,Chinook,Counted live,Jack,61,
Situk Lower,28,7/10/2017,Chinook,Counted live,L Jck,27,
Situk Lower,28,7/10/2017,Pink,Counted live,Adult,45,
Situk Lower,28,7/10/2017,Sockeye,Counted live,Adult,4042,
Situk Lower,28,7/11/2017,Chinook,Counted live,Adult,47,
Situk Lower,28,7/11/2017,Chinook,Counted live,Jack,15,
Situk Lower,28,7/11/2017,Chinook,Counted live,L Jck,7,
Situk Lower,28,7/11/2017,Pink,Counted live,Adult,26,
Situk Lower,28,7/11/2017,Sockeye,Counted live,Adult,913,
Situk Lower,28,7/12/2017,Chinook,Counted live,Adult,23,
Situk Lower,28,7/12/2017,Chinook,Counted live,Jack,17,
Situk Lower,28,7/12/2017,Chinook,Counted live,L Jck,4,
Situk Lower,28,7/12/2017,Pink,Counted live,Adult,6,
Situk Lower,28,7/12/2017,Sockeye,Counted live,Adult,350,
Situk Lower,28,7/13/2017,Chinook,Counted live,Adult,36,
Situk Lower,28,7/13/2017,Chinook,Counted live,Jack,23,
Situk Lower,28,7/13/2017,Chinook,Counted live,L Jck,7,
Situk Lower,28,7/13/2017,Chum,Counted live,Adult,1,
Situk Lower,28,7/13/2017,Pink,Counted live,Adult,50,
Situk Lower,28,7/13/2017,Sockeye,Counted live,Adult,1027,
Situk Lower,28,7/14/2017,Chinook,Counted live,Adult,39,
Situk Lower,28,7/14/2017,Chinook,Counted live,Jack,19,
Situk Lower,28,7/14/2017,Chinook,Counted live,L Jck,9,
Situk Lower,28,7/14/2017,Chum,Counted live,Adult,1,
Situk Lower,28,7/14/2017,Pink,Counted live,Adult,38,
Situk Lower,28,7/14/2017,Sockeye,Counted live,Adult,1429,
Situk Lower,28,7/15/2017,Chinook,Counted live,Adult,14,
Situk Lower,28,7/15/2017,Chinook,Counted live,Jack,15,
Situk Lower,28,7/15/2017,Chinook,Counted live,L Jck,10,
Situk Lower,28,7/15/2017,Pink,Counted live,Adult,264,
Situk Lower,28,7/15/2017,Sockeye,Counted live,Adult,784,
Situk Lower,29,7/16/2017,Chinook,Counted live,Adult,21,
Situk Lower,29,7/16/2017,Chinook,Counted live,Jack,39,
Situk Lower,29,7/16/2017,Chinook,Counted live,L Jck,4,
Situk Lower,29,7/16/2017,Pink,Counted live,Adult,557,
Situk Lower,29,7/16/2017,Sockeye,Counted live,Adult,2546,
Situk Lower,29,7/17/2017,Chinook,Counted live,Adult,27,
Situk Lower,29,7/17/2017,Chinook,Counted live,Jack,34,
Situk Lower,29,7/17/2017,Chinook,Counted live,L Jck,7,
Situk Lower,29,7/17/2017,Chum,Counted live,Adult,2,
Situk Lower,29,7/17/2017,Pink,Counted live,Adult,1386,
Situk Lower,29,7/17/2017,Sockeye,Counted live,Adult,2207,
Situk Lower,29,7/18/2017,Chinook,Counted live,Adult,8,
Situk Lower,29,7/18/2017,Chinook,Counted live,Jack,49,
Situk Lower,29,7/18/2017,Chinook,Counted live,L Jck,10,
Situk Lower,29,7/18/2017,Chum,Counted live,Adult,5,
Situk Lower,29,7/18/2017,Pink,Counted live,Adult,2000,
Situk Lower,29,7/18/2017,Sockeye,Counted live,Adult,1277,
Situk Lower,29,7/19/2017,Chinook,Counted live,Adult,74,
Situk Lower,29,7/19/2017,Chinook,Counted live,Jack,73,
Situk Lower,29,7/19/2017,Chinook,Counted live,L Jck,20,
Situk Lower,29,7/19/2017,Chum,Counted live,Adult,1,
Situk Lower,29,7/19/2017,Pink,Counted live,Adult,3512,
Situk Lower,29,7/19/2017,Sockeye,Counted live,Adult,1829,
Situk Lower,29,7/20/2017,Chinook,Counted live,Adult,6,
Situk Lower,29,7/20/2017,Chinook,Counted live,Jack,20,
Situk Lower,29,7/20/2017,Chum,Counted live,Adult,2,
Situk Lower,29,7/20/2017,Pink,Counted live,Adult,1479,
Situk Lower,29,7/20/2017,Sockeye,Counted live,Adult,734,
Situk Lower,29,7/21/2017,Chinook,Counted live,Adult,6,
Situk Lower,29,7/21/2017,Chinook,Counted live,Jack,44,
Situk Lower,29,7/21/2017,Chinook,Counted live,L Jck,1,
Situk Lower,29,7/21/2017,Pink,Counted live,Adult,1510,
Situk Lower,29,7/21/2017,Sockeye,Counted live,Adult,1416,
Situk Lower,29,7/22/2017,Chinook,Counted live,Adult,10,
Situk Lower,29,7/22/2017,Chinook,Counted live,Jack,13,
Situk Lower,29,7/22/2017,Chinook,Counted live,L Jck,1,
Situk Lower,29,7/22/2017,Pink,Counted live,Adult,427,
Situk Lower,29,7/22/2017,Sockeye,Counted live,Adult,299,
Situk Lower,30,7/23/2017,Chinook,Counted live,Adult,7,
Situk Lower,30,7/23/2017,Chinook,Counted live,Jack,4,
Situk Lower,30,7/23/2017,Chinook,Counted live,L Jck,4,
Situk Lower,30,7/23/2017,Chum,Counted live,Adult,3,
Situk Lower,30,7/23/2017,Pink,Counted live,Adult,228,
Situk Lower,30,7/23/2017,Sockeye,Counted live,Adult,301,
